Instancia,Algoritmo,Cores,Conflitos,Tempo (s),Gap para ótimo
myciel2.col,BFS-CA,-,-,0.0,
myciel2.col,Welsh-Powell,-,-,0.0,
myciel2.col,DSATUR,-,-,0.0,
