Instancia,Algoritmo,Cores,Conflitos,Tempo (s),Gap para ótimo
myciel3.col,BFS-CA,4,0,0.0001,0
myciel3.col,Welsh-Powell,4,0,0.0,0
myciel3.col,DSATUR,4,0,0.0001,0
myciel3.col,OR-Tools CP-SAT,4,0,0.0309,0
myciel3.col,AMPL (Gurobi),4,0,0.3555,0
